prenatal;CMI_binario;CMI;renda;saneamento;desemprego;analfabet;Gini;fundamental;PIB_per_capita
33.53;0;13.48747592;391.2;52.66781411;8.32;23.1;0.5459;33.79;5654.47
74.18;1;16.30434783;553.14;72.96683326;4.19;7.9;0.4021;41.76;15168.28
71.43;1;19.04761905;432.46;79.5379538;6.27;12.5;0.4122;43.67;6118.48
43.99;1;26.39296188;371.12;33.69047619;1.58;18.4;0.4258;28.86;9137.36
77.51;0;4.784688995;440.53;65.23972603;7.37;11.1;0.4672;40.62;6025.35
79.55;1;45.45454545;447.99;69.95447648;6.98;19;0.5441;35.21;7126.43
40.74;0;4.62962963;469.23;92.54823686;4.47;14.6;0.4176;35.32;8689.97
52.44;1;18.08318264;356.3;47.74066798;4.06;16.2;0.4831;29.54;7102.29
66.14;0;10.82677165;486.66;73.83094665;10.37;9.7;0.4314;45.67;8659.77
59.64;0;12.04819277;414.19;0.777000777;1.78;16.4;0.5293;36.65;6336.7
51.96;0;4.901960784;347.4;47.77292576;3.81;10.9;0.4053;32.86;5714.91
70.7;0;9.302325581;590.95;55.50915516;2.97;7.9;0.4322;38.35;13286.57
82.97;1;17.46724891;531.98;80.23715415;5.61;11.5;0.4763;37.65;9812.8
58.59;0;11.71875;388.97;64.40511308;6.16;15.6;0.4488;29.66;9046.76
50;0;0;389.59;61.2579763;3.9;17;0.5147;29.87;8248.17
54.68;0;12.65822785;347.57;27.25237829;2.01;18.6;0.45;26.93;9630.19
87.65;0;10.8608206;713.39;84.29142603;4.52;8.4;0.4942;51.31;21529.37
68.39;1;17.24137931;597.27;53.61502347;1.66;11.8;0.4704;39.75;10847.76
83.8;0;12.32394366;692.67;79.15779125;4.5;11.6;0.4711;41.25;21751.16
82.37;0;13.6286201;425.79;82.89003573;5.11;12.1;0.4365;40.37;7947.8
51.23;0;12.34567901;470.44;14.6179402;1.29;14;0.4255;32.3;8804.73
69.26;1;27.23735409;381.43;75.28271405;7.09;16.6;0.4238;32.48;7378.18
62.35;0;7.843137255;224.15;23.25581395;2.02;23.2;0.4796;25.76;5541.85
52.03;1;16.02959309;284.26;41.60604365;7.62;28.3;0.5323;25;5051.38
80.9;0;7.117437722;779.64;85.0921273;2.07;5.7;0.4941;47.88;10102
77.82;0;13.61867704;168.23;23.74860957;13.61;32.3;0.5951;29.5;4072.62
70.87;0;9.708737864;369.52;28.57142857;5.67;19.5;0.5286;38.86;7133.86
50.9;0;0;429.61;6.66023166;6.33;17.3;0.5459;34.05;17554.64
64.5;1;19.30639971;564.05;69.48644599;10.78;7.1;0.5098;55.24;11093
68.66;1;14.92537313;454.45;90.56316591;4.13;11.8;0.4277;40.09;9052.42
81.68;1;15.70680628;450.74;2.357207616;10.09;3.2;0.5402;39.29;21731.82
54.36;1;25.2293578;327.75;47.40550929;4.16;12;0.4828;33.01;6807.6
66.38;1;16.96712619;525.54;53.73412995;5.25;8.6;0.4948;38.85;7296.55
59.9;1;20.30456853;308.6;50.33238367;6.61;23.3;0.4679;30.08;7053.23
46.98;1;20.23647112;319.15;13.14425355;8.31;17.1;0.5575;40.49;4886.6
74.92;1;19.54397394;482.6;66.75101215;3.13;11.4;0.3891;34.29;8951.5
66.78;0;6.711409396;623.61;66.97697207;6;10.3;0.5311;38.9;22054.72
71.53;1;23.72881356;446.98;63.01115242;5.69;14.9;0.4742;34.3;6898.65
54.78;1;19.56521739;468.28;70.31977647;2.82;9.6;0.4168;35.12;7360.16
63.79;0;3.322259136;387.47;49.23325262;7.17;19.8;0.5563;30.46;5997.83
38.01;0;9.049773756;395.75;59.03930131;3.31;20.7;0.4981;28.13;7158.54
57.23;1;28.93890675;498.33;56.56063618;4.07;11.3;0.4736;37.58;16420.78
77.68;0;8.810572687;550.76;71.96878752;3.94;5.8;0.4079;36.62;9798.25
71.66;1;16.47446458;424.8;61.48255814;10.23;11.7;0.4787;39.09;144826.87
71.51;0;8;644.49;84.09537167;5.2;8.3;0.528;43.45;14849.25
64.39;0;12.02321725;782.11;78.49075462;3.3;7.3;0.5173;46.14;13550.16
81.02;0;2.83286119;667.99;81.40350877;7.08;9.6;0.4537;41.55;52115.96
57.33;1;17.77777778;278.59;0.069348128;5.69;14.7;0.4877;34.64;7013.81
88;1;16;525.15;64.34108527;3.54;12.2;0.4016;33.23;10199.63
71.78;1;19.1004313;255.32;1.213040182;6.61;30.7;0.4828;24.53;4696.3
47.16;1;17.93721973;177.36;0.236127509;12.63;29;0.5225;27.01;3593.19
41;0;13.59548212;756.25;83.51700655;6.3;3.5;0.5258;56.61;11696.69
61.35;1;18.7032419;475.38;43.76231123;1.49;14;0.5878;32.91;9838.6
75.15;0;12.12121212;367.7;85.44600939;9.65;22;0.443;31.79;6390.18
42.56;0;4.132231405;397;75.0792393;5.61;17.5;0.4496;32.77;6806.52
49.59;1;16.52892562;343.07;0.262697023;5.79;22.8;0.6465;31.18;5729.55
76.78;0;14.05325444;293.74;17.4078991;8.89;27.3;0.4571;32.11;5368.36
71.66;1;21.80376611;372.23;57.89820097;6.77;16.4;0.5297;35.33;5895.4
79.68;1;19.90391215;604.62;87.56959574;3.79;5.3;0.4224;45.57;8357.73
66.1;1;15.25423729;482.85;45.75672893;7.02;8.5;0.4538;42.04;14270.27
79.6;0;2.518891688;709.04;70.20029311;3.64;6.4;0.505;48.1;51310.17
61.86;0;9.75975976;515.39;66.42465026;7.75;5;0.4483;53.88;16063.72
41.41;1;27.60736196;329.57;63.62854686;4.21;23.1;0.4783;28.77;5247.49
60.87;1;28.98550725;542.57;21.76245211;3.92;6.5;0.4909;41.41;15072.37
68.4;0;12.98701299;531.71;70.97791798;6.81;9.1;0.4773;42.45;6867.01
58.46;1;14.70588235;388.83;65.45138889;11.5;19.2;0.5745;41.1;7131.52
51.71;1;17.14285714;473.65;69.67071057;6.63;12.7;0.5289;38.63;6753.59
46.9;1;37.73584906;297.53;37.37916219;5.98;19.4;0.4947;26.13;5912.56
65.03;1;32.78688525;345.9;59.7715736;11.4;17.6;0.4919;36.04;7383.71
76.35;0;11.76917236;805.32;95.96839101;6.51;4.3;0.517;58.47;10584.65
74.14;0;11.49425287;368.43;48.34791059;2.61;17.5;0.447;31.14;7006.81
80.26;0;13.15789474;538.31;60.41189931;2.39;11.5;0.4594;35.68;13903.11
54.73;1;17.41293532;404.1;77.57193536;7.34;14;0.4315;37.84;9562.23
52.35;0;0;356.07;36.84210526;8.22;18.6;0.485;29.8;6597.41
54.36;0;12.44813278;300.16;3.360655738;6.81;12.9;0.5301;44.17;5714.21
45.34;0;9.316770186;615.1;55.10293473;2.23;9;0.4532;30.54;15691.59
78.39;0;11.52737752;569.05;59.32642487;3.4;13.6;0.4342;40.47;12081.81
71.5;0;5.18134715;404.47;48.60515021;6.13;11.5;0.4217;35.22;10182.13
48.92;1;17.31601732;320.99;58.70327103;6.32;18.4;0.4555;28.65;6522.05
31.1;0;10.60070671;265.76;26.64383562;3.97;23;0.5435;25.45;4674.14
68.25;1;15.87301587;528.2;47.18004338;2.26;9.6;0.4102;25.9;33886.51
80.72;0;12.44997777;764.63;92.07658179;4.05;6.8;0.4736;48.31;17044.66
64.13;0;10.86956522;486.41;11.26213592;5.64;13.4;0.5052;28.57;7077.02
95.33;0;0;437.95;76.24633431;5.38;10.1;0.4263;39.09;8265.64
62.12;0;14.15929204;478.9;60.16260163;2.64;7.2;0.4477;34.66;7731.68
78.52;1;15.18438178;586.99;78.41059603;3.38;10.4;0.4319;37.75;14797.2
63.86;1;15.57632399;422.27;64.4600939;3.64;13.5;0.4017;41.46;9555.61
69.1;1;21.22641509;525.72;86.75109596;4.18;6.1;0.5282;50.26;10953.29
78.59;0;7.299270073;494.25;58.04020101;4.59;10.3;0.4466;38.07;7676.11
53.05;1;20.30456853;321.61;26.82763246;7.55;16.7;0.4984;35.16;6434.17
80.03;0;8.048289738;639.98;82.5044284;7.63;6.5;0.4641;54.49;12826.88
35.5;1;29.41176471;224.12;14.70588235;4.44;31.9;0.549;25.37;3852.92
83.76;0;8.547008547;384.22;45.05376344;1.68;15.6;0.4442;34.52;6442.22
76.16;0;12.16545012;383.22;56.78073511;1.52;10.9;0.4573;36.78;10981.37
68.99;1;25.3164557;576.27;67.98732171;5.26;11.7;0.5846;34.55;7994.99
66.82;1;25;422.15;49.12587413;2.9;10.1;0.4386;32.41;6241.89
87.3;1;31.74603175;490.51;36.56597774;3.29;11.8;0.4012;34.09;11578.08
64.89;1;30.53435115;269.57;38.61911988;5.1;22.7;0.4339;35.62;6749.85
63.22;0;12.15805471;336.08;65.8521686;3.84;12.3;0.4529;32.36;6377.11
61.6;1;25.3164557;319.75;34.46272991;3.91;18.7;0.476;18.94;5803.37
51.85;0;10.28806584;285.91;54.11646586;7.31;12.6;0.4464;31.63;5336.07
65.41;1;16.91729323;337.31;44.58174905;1.11;17.7;0.4523;22.42;5696.12
88.04;0;10.86956522;470.64;78.64583333;7.24;9.7;0.4284;42.11;8874.99
66.33;1;26.66666667;221.79;35.59928444;6.01;28.6;0.5483;28.29;4599.29
96.67;1;33.33333333;490.63;52.59515571;0;13.4;0.3792;36.97;13768.82
50.97;0;12.90322581;457.46;17.79439252;9.02;19.5;0.5723;41.26;10594.85
56.48;0;13.41281669;706.69;69.07311104;3;8.7;0.5316;39.59;22149.82
69.14;0;13.671875;463.37;84.78456014;1.99;14;0.4491;39.9;14933.54
61.99;0;10.2739726;351.46;0;2.53;19.2;0.5356;32.3;4781.58
78.81;1;33.89830508;419.52;68.34645669;3.46;17.7;0.5075;32.55;8642.04
56.38;0;14.0944327;454.1;37.55776751;7.38;18.9;0.6597;34.15;6117.72
54.86;1;14.4265105;801.73;93.18502321;8.21;3.9;0.5353;58.48;26774.88
64.29;0;0;430.76;59.64673913;5.9;11.9;0.4107;34.59;7430.61
74.16;1;16.77852349;644.38;55.82450832;3.27;12;0.4721;38.43;12101.59
72.11;0;6.802721088;434.82;77.21854305;13.61;11.1;0.5141;34.86;9848.98
64.36;0;13.53383459;376.72;35.81952118;2.52;17;0.5094;31.87;6870.74
40.91;1;15.15151515;339.17;57.27571116;7.51;19.5;0.4885;31.46;6146.87
69.6;0;5.333333333;515.39;58.49673203;5.93;9.2;0.4544;43.48;6929.51
66.83;0;9.900990099;501.73;75.35055351;5.42;11.9;0.456;35.92;7429.98
75.83;0;13.04347826;424.23;6.634485855;5.46;17.4;0.5166;40.6;6573.87
71.05;0;5.263157895;341.32;59.46935041;3.35;16.4;0.3994;35.63;6985.54
70.72;0;13.51351351;891.58;57.06521739;3.36;5.7;0.5532;41.62;82589.65
73.68;1;35.0877193;510.34;50.30120482;2.52;14.3;0.4552;32.53;16872.13
61.11;0;10.1010101;429.48;29.69018933;5.17;13.9;0.4547;33.37;9916.92
42.06;1;14.55026455;350.27;45.41233694;5.89;17.1;0.4812;30.74;6173.02
66.23;0;6.622516556;562.28;63.44941047;6.16;10.3;0.5609;40.24;6462.94
47.25;1;20.24086631;600.77;73.44364473;9.29;12.6;0.5853;49.04;9509.94
71.7;1;16.35244325;777.81;93.02202284;11.91;4;0.4893;64.86;26364.91
50.52;1;20.7253886;800.19;72.68779852;2.84;5.7;0.5748;48.29;10425.32
71.75;0;9.523809524;603.33;65.78947368;1.93;11.4;0.5427;33.14;17494.2
69.55;0;8.859357697;552.17;78.66745749;4.9;8.8;0.4237;41.98;8297.89
84.38;0;6.25;484.35;34.2834521;2.71;9.9;0.4184;36.91;6413.33
86.38;0;12.38390093;481.2;44.74835886;2.1;15.5;0.4013;34.33;5802.84
90.22;0;6.861063465;604.63;68.07095344;9.3;14.7;0.5328;43.52;7149.15
77.83;1;16.42549863;743.4;88.25522042;9.5;7.2;0.5655;55.61;24163.17
59.86;0;7.96812749;633.54;77.67796225;8.16;7.6;0.5297;56.58;34447.53
80.99;0;11.27516779;667.11;86.56735025;5.77;8.6;0.5126;47.57;13704.88
41.59;0;11.0619469;356.36;29.63904423;8.86;17.9;0.4635;30.71;6153.95
85.42;0;11.14922813;653.91;89.03727085;7.54;8.7;0.5047;44.43;12928.23
70.52;1;17.84037559;443.62;58.14215871;6.5;14.4;0.5058;40.98;7056.42
68.8;1;32;649.56;55.27027027;2.31;9.1;0.4949;39.97;14926.38
74.46;1;14.7257701;713.4;86.25890109;3.86;5.4;0.5044;49.3;13557.91
58.82;1;27.23311547;244.82;0.500500501;10.35;19.8;0.4951;36.44;4634.58
51.01;0;11.33501259;337.22;46.85466377;6.83;15.4;0.4113;29.27;5989.44
65.67;0;11.60068668;955.49;96.12082769;5.31;4;0.5052;61.57;24174
83.73;0;11.00354191;974.42;96.5277033;5.16;3.6;0.5122;63.48;30275.68
55.25;1;16.57458564;328.81;67.66109785;7.99;24.9;0.4973;37.02;7546.33
56.8;0;12.48393611;680.14;71.32477398;5.77;8.7;0.5347;50.01;18036.27
57.04;0;0;507.22;59.33420366;8.19;13.4;0.4588;34.67;28518.44
42.78;1;15.46391753;343.53;1.550387597;7.59;17.7;0.5361;39.11;8833.24
55.41;1;20.70063694;393.83;80.99374566;8.77;15.3;0.4131;34.03;10849.06
43.09;1;19.58525346;257.75;8.491182234;9.98;12.8;0.4704;43.35;5261.49
59.25;1;20;402.77;73.15996075;11.91;18.1;0.4994;30.13;6513.16
66.94;0;8.26446281;506.13;66.91729323;1.25;7.3;0.3889;37.81;12739.25
82.78;0;6.622516556;260.77;0.674536256;10.47;25;0.4576;36.93;5537.84
84.59;0;7.245501751;894.06;96.17535823;6.62;4.2;0.5186;61.66;32144
60.08;1;16.29327902;521.08;75.32266391;8.16;8;0.4042;45.92;14410.58
70.75;1;14.66395112;395.99;10.62366391;9.97;12.9;0.47;42.49;15861.52
58.47;1;15.59177888;234.2;10.78066914;7.34;24.1;0.5144;29.87;4634.18
63.09;0;12.10287443;633.27;81.28782002;7.55;7.6;0.4606;53.16;22348.9
55.75;0;11.37800253;228.5;15.7223796;10.3;26.3;0.4558;29.09;8164.25
60.68;1;17.09401709;292.16;57.51833741;6.09;20.3;0.4346;36.91;7885
61.29;0;5.376344086;516.83;56.76657584;9.16;8.9;0.5029;30.71;28100.64
65.03;1;17.48251748;345.58;34.50171821;3.02;13.6;0.5316;31.41;7135.95
57.71;0;11.18771953;525.5;81.55085599;7.78;6.1;0.438;46.73;12572.6
55.72;1;15.51116334;872.59;86.49623795;6.32;5.2;0.5628;59.09;9600.31
79.22;1;21.64502165;378.98;51.11683849;3.39;13.8;0.4314;37.64;8377.47
53.99;1;30.41825095;299.91;74.04040404;15.56;17.8;0.5777;30.5;6202.12
55.58;1;17.56587202;299.54;40.11642622;10.77;21.6;0.4999;32.02;4503.13
67.43;1;22.82157676;411.64;52.90102389;2.07;11.6;0.4741;34.48;9628.98
73.4;1;17.83060921;410.73;53.0789826;8.09;12.6;0.4983;41.05;6655.05
77.85;1;18.46153846;323.93;60.60090703;5.99;21;0.5019;30.09;5825.49
76.77;1;14.72392638;653.29;83.35256305;5.11;8.5;0.4941;43.69;15265.02
67.04;0;7.407407407;503.51;70.74918567;6.79;12.5;0.523;40.33;14948.58
76.98;1;15.87301587;439.73;15.70881226;2.16;6.5;0.436;37.75;6911.82
61.37;1;15.88742624;486.47;43.11413762;3.78;13.7;0.5101;36.48;7853.86
63.72;1;21.66064982;485.14;31.23927223;3.51;15;0.5275;40.85;11241.15
54.2;1;19.75308642;372.33;38.14077025;4.65;19.5;0.4892;36.09;7272.22
61.22;0;13.7755102;648.15;58.57875163;5.44;13.2;0.5291;48.88;7961.69
80.85;0;13.67781155;629.41;44.17030568;2.95;6.9;0.4925;41.74;11469.41
62.92;1;20.29520295;407.63;50.06518905;6.98;16.6;0.5305;36.74;7397.27
72.27;0;9.20598389;585.93;23.31380297;8.16;7.2;0.4705;51.52;175120.76
63.27;0;10.20408163;480.05;64.02116402;5.86;14.1;0.5323;40.45;6782.91
73.17;0;9.668302841;678.33;75.72880786;9.27;7.7;0.5091;57.82;34675.5
42.55;1;24.54991817;477.16;62.65993266;5.52;9.7;0.4588;46.68;11906.54
68.27;0;12.44167963;502.06;73.39822441;7.71;12;0.4909;47.51;9547.54
54.42;1;14.38628711;507.24;53.73111076;7.02;15.1;0.5253;43.71;10635.32
58.69;0;13.1147541;459.22;46.10463788;6.58;15.5;0.4508;42.35;10689.59
51.75;1;19.65065502;577.03;77.63074984;6.18;8.5;0.4885;56.46;8050.81
63.98;0;10.75268817;396.28;23.45360825;1.41;18.9;0.4909;35.58;11229.62
44.44;0;13.86167356;750.81;86.51509805;7.77;5.8;0.5301;55.25;14223.2
56.97;0;12.54087584;593.92;75.94040692;8.34;6;0.4728;53.08;14062.55
79.97;0;11.44492132;631.45;61.56564284;2.99;8;0.4586;48.05;10992.8
53.32;0;11.92145863;775.72;82.3436766;5.88;7.9;0.5177;52.99;16411.06
61.36;1;19.85002206;419.01;18.74557887;11.44;14.7;0.5262;45.52;17198.47
58.06;1;16.12903226;553.57;36.03305785;4.24;12.6;0.5165;37.36;9499.16
53.77;0;6.289308176;376.39;32.28346457;2.76;15.7;0.5208;33.18;8153.69
72.27;0;9.465215334;543.44;27.66153846;1.66;10.7;0.4875;33.25;10581.18
50.58;0;4.618937644;389.46;52.54978145;2.93;18.1;0.5148;36.93;8338.66
44.49;0;11.75742574;399.09;41.67105263;6.71;20;0.4965;37.76;11241.65
63.33;0;11.3085622;642.09;31.22767437;7.03;9.1;0.5;47.64;16133.75
58.02;1;18.86792453;505.24;33.07508939;1.66;11.5;0.4614;40.86;8646.21
45.2;1;17.89077213;584.13;70.48865816;6.43;11;0.5229;47.74;8564.23
73.3;0;13.89429944;799.3;52.10761257;8.57;6.6;0.5923;54.71;10065.93
65.31;1;14.55180442;453.74;52.51302267;4.05;17.2;0.4602;31.94;8432.74
79.83;0;8.344923505;748.25;74.55124493;7.53;7.4;0.5649;48.3;17415.93
54.3;0;13.92405063;352.25;37.43037505;4.62;19.8;0.4733;30.98;8561.45
70.6;0;13.43283582;657.76;38.99184581;3.9;6.5;0.4586;47.3;12869.62
60.2;1;18.54140915;478.78;32.63129103;2.02;18;0.5125;31.77;8998.2
74.54;0;12.65822785;516.86;20.97571459;2.77;13.7;0.4341;43.6;10032.69
40.42;0;11.71548117;410.34;12.6478423;7.24;11.7;0.464;38.21;26014.12
75.24;0;11.60541586;605.28;24.81470501;1.75;9.8;0.4683;40.92;9539.78
46.17;1;17.0212766;490.62;53.08656167;2.07;13.6;0.5007;37.97;8517.75
73.88;1;14.24501425;534.49;48.98098755;8.5;13.4;0.5677;40.19;16044.68
73.62;1;18.95043732;563.14;71.11174296;5.73;12.6;0.5389;44.4;7222.1
80.08;0;8.130081301;824.82;80.24144869;7.39;6.8;0.5547;54.81;13236.2
78.71;0;11.40684411;406.09;34.5915493;0.96;12.3;0.4755;29.5;7492.87
76.17;0;11.93030641;704.03;61.43636667;7.75;9.1;0.5243;52.12;19180.93
62.12;0;12.6984127;411.61;60.15106432;6.86;19.6;0.5284;35.8;6412.32
42.09;1;14.23342822;519.27;44.64403273;8.54;10.7;0.5311;46.19;13813.62
71.57;0;11.24744376;671.42;16.90885073;3.34;9.6;0.4977;41.92;13956.43
61.72;0;10.11804384;508.97;56.73320214;3.47;12.7;0.3896;38.44;12882.14
55.91;0;12.48357424;517.38;45.09309309;3.59;12.3;0.4987;39.95;9682.69
65.45;1;14.95886313;540.92;71.09170306;6.27;17.2;0.5257;38.71;14992.98
64.25;0;13.96648045;366.95;61.20365395;9.2;19.7;0.489;39.09;12487.69
70.12;1;16.60079051;414.05;30.44175276;4.28;13.3;0.5205;33.28;8846.6
69.75;0;8.303677343;520.82;45.98786244;8.47;11.1;0.5216;45.52;6998.34
65.05;0;12.27959698;584.21;57.80816213;5.18;11.8;0.4865;48.1;11941.83
72.2;0;12.77955272;447.51;36.30788102;5.57;17.2;0.504;39.25;6539.77
30.71;1;18.39550332;424.93;45.91765527;9.64;17.8;0.4702;38.12;8906.64
38.82;1;14.54363089;494.7;73.82008875;6.35;15.6;0.4991;38.89;19093.87
49.96;0;12.26492232;609.2;58.17675713;7.77;6.6;0.5089;53.24;10628.71
58.42;0;10.14198783;382.03;69.70509383;13.08;21.9;0.5279;41.75;9229.37
43.39;0;11.49425287;408.37;26.4768252;8.56;17.1;0.4958;37.69;155839.92
78.87;0;8.802816901;539.06;32.66800952;2.66;13.5;0.4989;37.09;10965.39
47.39;0;13.80368098;582.66;43.62083219;6.38;8;0.4892;43.31;8879.28
70.42;0;8.650519031;417.78;7.002360346;4.36;12.5;0.5672;30.13;9608.65
81.13;0;9.833585477;592.68;26.22740294;1.2;11.8;0.5041;33.5;16561.86
77.47;0;11.816839;700.06;49.609488;2.47;9.6;0.4964;45.07;10717.41
69.16;1;15.71709234;544.36;39.82615567;5.46;10.8;0.4923;39.78;11749.82
79.43;1;14.23324151;783.89;68.38923557;4.14;10.6;0.6072;44.59;9438.33
47.05;0;13.71742112;507.91;64.14987227;6.43;12;0.5254;43.64;7936.68
67.39;0;12.06480524;682.37;54.46284268;9.18;9.6;0.5773;55.16;10899.44
60.55;1;19.03114187;548.92;28.95785877;1.56;10.2;0.4206;37.21;7956.07
65.14;0;12.16947537;680.02;81.46711042;9.47;5.5;0.491;59.76;31038.46
72.83;0;10.72386059;437.41;44.05755396;9.53;13.2;0.5027;38.88;13502.08
53.37;0;9.636767976;478.18;17.95319595;3.59;12.5;0.4515;35.85;10657.83
82.09;0;9.826152683;742.78;60.62282643;2.95;7.7;0.5322;48.84;14535.58
59.3;0;10.37217816;490.88;66.93096522;9.07;7.9;0.4502;46.99;15040.83
72.99;0;7.299270073;444.5;24.07142857;2.49;14.2;0.4855;39.69;12800.94
77.75;1;17.94258373;560.15;33.38074917;2.18;13.5;0.522;36;14048.86
62.11;0;10.78049436;1190.67;80.08433296;6.88;3.6;0.5681;70.07;16832.91
75.24;0;10.35049531;1820.97;96.74238585;6.82;2.5;0.6124;77.63;76172.11
79.1;0;11.68428583;760.36;65.74122577;8.19;5.1;0.5293;53.42;60034.14
69.04;0;8.896797153;495.56;77.46234067;4.19;10.6;0.4521;50.81;8947.85
45.7;1;15.34659904;657.25;17.56360488;10.43;6.9;0.5495;54.22;11292.93
70.13;0;12.98701299;560.51;32.91428571;9.55;6.8;0.487;45.56;17151.8
57.51;0;10.41666667;794.15;18.43098091;5.98;4.9;0.5462;56;46769.29
56.01;0;10.42944785;695.95;70.98034837;10.3;4.1;0.4808;61.12;12887.65
69.59;1;25.15604312;700.64;65.54067235;9.88;4.4;0.5234;58.86;14632.47
82;0;12.65713794;684.8;80.28049449;8.47;4.2;0.4892;56.72;18027.24
38.96;1;14.82335502;458.59;72.74518284;9.93;5.1;0.4606;52.16;9518.96
65.71;0;11.04362231;620.12;45.13765804;3.32;9.9;0.4951;35.38;14066.05
61.72;0;13.38912134;704.66;79.54740271;8.93;10;0.5709;53.5;11485.79
55.73;0;10.8703178;799.3;51.12628905;9.23;4.8;0.5579;58.87;35181.3
61.64;0;13.55380862;589.48;49.52348918;9.72;7.6;0.5077;50.31;17018
68.19;1;17.44966443;495.56;56.11665688;7.42;13.6;0.4756;44.57;10810.84
75.8;0;10.71975498;604.45;61.31052758;12.12;7;0.4413;50.92;83790.48
71.71;0;13.56589147;535.42;79.19517103;10.7;7.7;0.4427;48.67;15634.97
73.32;1;16.55729736;653.81;42.54016403;10.17;6.8;0.5756;54.09;54585.91
57.06;1;20.64409579;632.34;65.74809279;3.59;9.3;0.497;48.91;28414.57
77.36;1;16.71732523;448.88;43.40107452;8.26;13.9;0.4698;39.65;9491.9
44.46;1;25.08650519;544.15;66.60860477;7.71;8.5;0.4818;50.16;22524.13
70.63;0;12.31643771;742.57;29.11480547;8.15;6.1;0.4967;55.84;48553.04
65.05;1;23.80952381;605.92;57.28980322;9.74;7.6;0.4924;53.53;8722.84
55.94;0;14.13133832;719.73;79.72133879;6.37;5.3;0.4826;55.54;10325.82
48.02;1;14.64128843;533.48;24.0495635;3.73;11.8;0.453;37.5;14575.11
54.39;1;15.95850788;555.28;77.15302967;10.79;4.8;0.4875;55.77;30988.72
71.38;0;6.814310051;515.02;32.15748748;12.82;5.9;0.4607;55.05;11139.89
57.18;0;11.71093973;575.83;46.81405247;12.65;8.5;0.5232;50.67;9425.81
62.7;0;12.35521236;765.45;33.32453826;13.48;4.3;0.567;63.67;10329.69
57.28;0;14.06221465;565.2;40.44539195;11.05;6.4;0.4967;50.78;10029.39
59.43;0;12.93961513;586.9;68.59038632;11.81;5.6;0.5004;54.74;39278.76
74.02;0;8.871989861;588.08;68.38220217;8.2;10.3;0.4775;46.22;9551.35
44.84;0;6.828528073;593.57;70.5484598;7.23;10.9;0.5004;47.72;11271.32
63.12;0;11.00412655;664.25;85.87536906;6.81;7;0.4913;52.71;14695.1
73.15;1;16.91331924;754.07;66.95132365;7.77;7;0.5223;57.49;48972.54
30.2;1;16.81555439;386.61;60.23795276;10.92;7.4;0.4578;45.81;9601.68
61.83;1;21.07728337;444.67;66.6388309;10.62;14.1;0.4778;41.89;10279.42
74.14;0;12.07521132;1047.01;67.72312752;7.2;4.1;0.5664;65.19;54506.29
51.61;1;16.97792869;560.84;91.22276029;8.33;8.9;0.5203;49.8;15752.34
72.66;1;14.84480432;547.5;48.07938177;11.32;6.2;0.5082;53.27;9086.39
58.16;0;9.062253743;795.39;23.34577536;7.31;4.2;0.5321;59.69;25779.53
67.44;1;14.27199122;868.95;12.38028498;7.71;4.9;0.5098;63.91;12905.87
74.38;0;11.89189189;641.39;42.35446733;10.27;6;0.4938;59.67;10016.4
51.79;1;14.53930685;607.27;87.46775135;10.11;3.5;0.4919;63.63;9106.79
60.6;0;12.80227596;786.18;34.10619894;9.36;7.5;0.5602;55.16;13431.94
79.32;1;16.87763713;604.34;84.14365991;9.75;10.6;0.5084;55.31;9586.51
59.38;1;17.66004415;646.66;70.84424743;7.63;9.9;0.5233;53.59;10217.22
55.87;1;15.01700038;716.24;96.08623352;9.78;2;0.4805;69.09;10601.62
81.1;0;12.10847593;1951.11;87.00756927;6.22;2.3;0.5983;77.51;23000.36
67.68;0;13.82728933;880.31;66.33086731;3.7;5;0.5153;53.6;15574.35
44.9;1;17.31839736;549.14;77.97418065;10.69;4.3;0.5141;57.79;11926.63
63.54;1;14.35587457;556.34;77.03455964;9.53;4.9;0.4718;57.7;10570.05
59.89;0;13.21100917;590.83;79.8160131;8.66;5.3;0.5081;51.46;12950.95
77.34;0;13.74691576;716.24;16.93717277;4.53;7.8;0.5375;49.15;16859.88
51.76;1;17.28945901;551.03;38.14046488;6.05;13;0.5702;38.1;10395.01
75.3;1;17.06962748;891.61;71.84875258;6.67;3.9;0.5675;55.34;23868.57
79.09;0;10.01878522;624.47;88.7966221;10.5;6.3;0.5378;54.93;9146.39
93;0;11.96172249;625.68;67.29994967;9.38;8;0.5351;53.09;39770.04
61.9;0;10.2739726;608.21;74.18283517;10.86;11;0.572;47.16;10594.74
89.39;0;11.62790698;572.83;90.70377092;10.15;6.2;0.4234;52.39;290518.57
81.47;0;10.48951049;528.91;79.92518703;6.94;5.4;0.4256;49.35;14554.46
28.27;1;17.94097921;455.44;68.73652539;11.22;5.3;0.4584;51.43;12108.71
85.67;0;9.465855308;602.35;74.13294798;11.42;8.9;0.5402;49.48;153785.14
80.21;1;14.23487544;891.18;91.09281437;7.88;4.1;0.5319;64.64;53579.45
59.68;0;13.36606656;606.98;57.48645973;8.72;6.8;0.5023;52.1;15427.06
79.82;1;14.76377953;596.28;52.36449618;4.63;10.1;0.5228;41.33;11392.8
65.6;0;12.47771836;494.09;61.39720559;5.42;7.8;0.4658;44.48;38858.01
66.48;0;9.952910959;1024.7;28.56112618;8.23;3.3;0.5366;64.65;57927.17
65.94;0;13.24999941;1421.76;90.93084691;7.1;2.7;0.6391;70.04;30100.57
